,基金代码,拼音缩写,基金简称,基金类型,拼音全称
8683,010526,JSCCTYHB,景顺长城泰源回报,混合型,JINGSHUNCHANGCHENGTAIYUANHUIBAO
8684,010529,GFZZ15NGKZZSA,广发中债1-5年国开债指数A,债券指数,GUANGFAZHONGZHAI15NIANGUOKAIZHAIZHISHUA
8685,010530,GFZZ15NGKZZSC,广发中债1-5年国开债指数C,债券指数,GUANGFAZHONGZHAI15NIANGUOKAIZHAIZHISHUC
8686,010531,SWZZSWDZHYTZZSLOFC,申万中证申万电子行业投资指数(LOF)C,股票指数,SHENWANZHONGZHENGSHENWANDIANZIHANGYETOUZIZHISHULOFC
8687,010532,GFHXYNCYQHHA,广发恒信一年持有期混合A,混合型,GUANGFAHENGXINYINIANCHIYOUQIHUNHEA
8688,010533,GFHXYNCYQHHC,广发恒信一年持有期混合C,混合型,GUANGFAHENGXINYINIANCHIYOUQIHUNHEC
8689,010534,GFJHZZHHA,广发均衡增长混合A,混合型,GUANGFAJUNHENGZENGZHANGHUNHEA
8690,010535,GFJHZZHHC,广发均衡增长混合C,混合型,GUANGFAJUNHENGZENGZHANGHUNHEC
8691,010536,TKYSQYHHA,泰康优势企业混合A,混合型,TAIKANGYOUSHIQIYEHUNHEA
8692,010537,TKYSQYHHC,泰康优势企业混合C,混合型,TAIKANGYOUSHIQIYEHUNHEC
8693,010539,ZSZDJWJYNCYA,浙商智多金稳健一年持有A,混合型,ZHESHANGZHIDUOJINWENJIANYINIANCHIYOUA
8694,010540,ZSZDJWJYNCYC,浙商智多金稳健一年持有C,混合型,ZHESHANGZHIDUOJINWENJIANYINIANCHIYOUC
8695,010541,GSABWH6GYCYQHHA,国寿安保稳和6个月持有期混合A,混合型,GUOSHOUANBAOWENHE6GEYUECHIYOUQIHUNHEA
8696,010542,GSABWH6GYCYQHHC,国寿安保稳和6个月持有期混合C,混合型,GUOSHOUANBAOWENHE6GEYUECHIYOUQIHUNHEC
8697,010543,ZJKXHHA,中加科鑫混合A,混合型,ZHONGJIAKEXINHUNHEA
8698,010544,ZJKXHHC,中加科鑫混合C,混合型,ZHONGJIAKEXINHUNHEC
8699,010545,ZJJLCYQHHA,中加聚隆持有期混合A,混合型,ZHONGJIAJULONGCHIYOUQIHUNHEA
8700,010546,ZJJLCYQHHC,中加聚隆持有期混合C,混合型,ZHONGJIAJULONGCHIYOUQIHUNHEC
8701,010547,BSHJCYQHHA,博时恒进持有期混合A,混合型,BOSHIHENGJINCHIYOUQIHUNHEA
8702,010548,BSHJCYQHHC,博时恒进持有期混合C,混合型,BOSHIHENGJINCHIYOUQIHUNHEC
8703,010549,FGJHCLHH,富国均衡策略混合,混合型,FUGUOJUNHENGCELUEHUNHE
8704,010550,HSSQLHHH,华商双擎领航混合,混合型,HUASHANGSHUANGQINGLINGHANGHUNHE
8705,010551,CHXYYNCYQHH,淳厚欣颐一年持有期混合,混合型,CHUNHOUXINYIYINIANCHIYOUQIHUNHE
8706,010552,ZSZXLHSNCYHHA,浙商智选领航三年持有混合A,混合型,ZHESHANGZHIXUANLINGHANGSANNIANCHIYOUHUNHEA
8707,010553,ZSZXLHSNCYHHC,浙商智选领航三年持有混合C,混合型,ZHESHANGZHIXUANLINGHANGSANNIANCHIYOUHUNHEC
8708,010554,HAXXXFHHA,华安新兴消费混合A,混合型,HUAANXINXINGXIAOFEIHUNHEA
8709,010555,HAXXXFHHC,华安新兴消费混合C,混合型,HUAANXINXINGXIAOFEIHUNHEC
8710,010556,HTFHS300ZSZQC,汇添富沪深300指数增强C,股票指数,HUITIANFUHUSHEN300ZHISHUZENGQIANGC
8711,010557,HTFSZSHLGYCYHH,汇添富数字生活六个月持有混合,混合型,HUITIANFUSHUZISHENGHUOLIUGEYUECHIYOUHUNHE
8712,010558,HAXLYXHHA,汇安鑫利优选混合A,混合型,HUIANXINLIYOUXUANHUNHEA
8713,010559,HAXLYXHHC,汇安鑫利优选混合C,混合型,HUIANXINLIYOUXUANHUNHEC
8714,010560,YYWJZL18GYCYHH,永赢稳健增利18个月持有混合,混合型,YONGYINGWENJIANZENGLI18GEYUECHIYOUHUNHE
8715,010561,YHJCXPJZETFLJ,银华巨潮小盘价值ETF联接,联接基金,YINHUAJUCHAOXIAOPANJIAZHIETFLIANJIE
8716,010562,YYCZLHHHA,永赢成长领航混合A,混合型,YONGYINGCHENGZHANGLINGHANGHUNHEA
8717,010563,YYCZLHHHC,永赢成长领航混合C,混合型,YONGYINGCHENGZHANGLINGHANGHUNHEC
8718,010564,MSJYRLHH,民生加银瑞利混合,混合型,MINSHENGJIAYINRUILIHUNHE
8719,010565,DFHRDZZQA,东方恒瑞短债债券A,债券型,DONGFANGHENGRUIDUANZHAIZHAIQUANA
8720,010566,DFHRDZZQB,东方恒瑞短债债券B,债券型,DONGFANGHENGRUIDUANZHAIZHAIQUANB
8721,010567,DFHRDZZQC,东方恒瑞短债债券C,债券型,DONGFANGHENGRUIDUANZHAIZHAIQUANC
8722,010568,HFTHRJXHHA,海富通惠睿精选混合A,混合型,HAIFUTONGHUIRUIJINGXUANHUNHEA
8723,010569,HFTHRJXHHC,海富通惠睿精选混合C,混合型,HAIFUTONGHUIRUIJINGXUANHUNHEC
8724,010570,XWCXLHHHA,新沃创新领航混合A,混合型,XINWOCHUANGXINLINGHANGHUNHEA
8725,010571,XWCXLHHHC,新沃创新领航混合C,混合型,XINWOCHUANGXINLINGHANGHUNHEC
8726,010572,YFDZZWDSWKJZSLOFC,易方达中证万得生物科技指数(LOF)C,股票指数,YIFANGDAZHONGZHENGWANDESHENGWUKEJIZHISHULOFC
8727,010573,HRYDFSZGA50ZSC,华润元大富时中国A50指数C,股票指数,HUARUNYUANDAFUSHIZHONGGUOA50ZHISHUC
8728,010576,MSJYXLHH,民生加银兴利混合,混合型,MINSHENGJIAYINXINGLIHUNHE
8729,010580,CSWX63GYDKZ,长盛稳鑫63个月定开债,定开债券,CHANGSHENGWENXIN63GEYUEDINGKAIZHAI
8730,010581,ZXJTZZ35NZJZA,中信建投中债3-5年政金债A,债券指数,ZHONGXINJIANTOUZHONGZHAI35NIANZHENGJINZHAIA
8731,010582,ZXJTZZ35NZJZC,中信建投中债3-5年政金债C,债券指数,ZHONGXINJIANTOUZHONGZHAI35NIANZHENGJINZHAIC
8732,010583,FGLCJXGPQDIIMY,富国蓝筹精选股票(QDII)美元,QDII,FUGUOLANCHOUJINGXUANGUPIAOQDIIMEIYUAN
8733,010584,BHHJXDNZTHH,渤海汇金新动能主题混合,混合型,BOHAIHUIJINXINDONGNENGZHUTIHUNHE
8734,010585,CJHXYYXFGPA,创金合信医药消费股票A,股票型,CHUANGJINHEXINYIYAOXIAOFEIGUPIAOA
8735,010586,CJHXYYXFGPC,创金合信医药消费股票C,股票型,CHUANGJINHEXINYIYAOXIAOFEIGUPIAOC
8736,010587,PYXJZZHHA,鹏扬先进制造混合A,混合型,PENGYANGXIANJINZHIZAOHUNHEA
8737,010588,PYXJZZHHC,鹏扬先进制造混合C,混合型,PENGYANGXIANJINZHIZAOHUNHEC
8738,010589,PYJAYNCYQHHA,鹏扬景安一年持有期混合A,混合型,PENGYANGJINGANYINIANCHIYOUQIHUNHEA
8739,010590,PYJAYNCYQHHC,鹏扬景安一年持有期混合C,混合型,PENGYANGJINGANYINIANCHIYOUQIHUNHEC
8740,010591,FGZGZXPHHQDIIMY,富国中国中小盘混合(QDII)美元,QDII,FUGUOZHONGGUOZHONGXIAOPANHUNHEQDIIMEIYUAN
8741,010592,NFYYCXGPA,南方医药创新股票A,股票型,NANFANGYIYAOCHUANGXINGUPIAOA
8742,010593,NFYYCXGPC,南方医药创新股票C,股票型,NANFANGYIYAOCHUANGXINGUPIAOC
8743,010594,GFRXSNCYQHH,广发睿选三年持有期混合,混合型,GUANGFARUIXUANSANNIANCHIYOUQIHUNHE
8744,010595,GFCZJXHHA,广发成长精选混合A,混合型,GUANGFACHENGZHANGJINGXUANHUNHEA
8745,010596,GFCZJXHHC,广发成长精选混合C,混合型,GUANGFACHENGZHANGJINGXUANHUNHEC
8746,010597,CJHXJWLHPZHHA,创金合信景雯灵活配置混合A,混合型,CHUANGJINHEXINJINGWENLINGHUOPEIZHIHUNHEA
8747,010598,CJHXJWLHPZHHC,创金合信景雯灵活配置混合C,混合型,CHUANGJINHEXINJINGWENLINGHUOPEIZHIHUNHEC
8748,010599,HTFGZLCZ30YNHHA,汇添富高质量成长30一年混合A,混合型,HUITIANFUGAOZHILIANGCHENGZHANG30YINIANHUNHEA
8749,010600,GDARYNCYA,光大安瑞一年持有A,债券型,GUANGDAANRUIYINIANCHIYOUA
8750,010601,GDARYNCYC,光大安瑞一年持有C,债券型,GUANGDAANRUIYINIANCHIYOUC
8751,010602,CCJHYXHH,长城均衡优选混合,混合型,CHANGCHENGJUNHENGYOUXUANHUNHE
8752,010603,CCZZ510NGKZZSA,长城中债5-10年国开债指数A,债券指数,CHANGCHENGZHONGZHAI510NIANGUOKAIZHAIZHISHUA
8753,010604,CCZZ510NGKZZSC,长城中债5-10年国开债指数C,债券指数,CHANGCHENGZHONGZHAI510NIANGUOKAIZHAIZHISHUC
8754,010605,CJHXXXHHA,创金合信鑫祥混合A,混合型,CHUANGJINHEXINXINXIANGHUNHEA
8755,010606,CJHXXXHHC,创金合信鑫祥混合C,混合型,CHUANGJINHEXINXINXIANGHUNHEC
8756,010607,XWAX87GYDKZ,新沃安鑫87个月定开债,定开债券,XINWOANXIN87GEYUEDINGKAIZHAI
8757,010608,HTBRZLLXHHA,华泰柏瑞质量领先混合A,混合型,HUATAIBAIRUIZHILIANGLINGXIANHUNHEA
8758,010609,HTBRZLLXHHC,华泰柏瑞质量领先混合C,混合型,HUATAIBAIRUIZHILIANGLINGXIANHUNHEC
8759,010610,STMGYJLNCYHH,上投摩根远见两年持有混合,混合型,SHANGTOUMOGENYUANJIANLIANGNIANCHIYOUHUNHE
8760,010611,WJZLFZCYHHA,万家战略发展产业混合A,混合型,WANJIAZHANLUEFAZHANCHANYEHUNHEA
8761,010612,WJZLFZCYHHC,万家战略发展产业混合C,混合型,WANJIAZHANLUEFAZHANCHANYEHUNHEC
8762,010613,ZRCYQSYNDKHHA,中融产业趋势一年定开混合A,混合型,ZHONGRONGCHANYEQUSHIYINIANDINGKAIHUNHEA
8763,010614,ZRCYQSYNDKHHC,中融产业趋势一年定开混合C,混合型,ZHONGRONGCHANYEQUSHIYINIANDINGKAIHUNHEC
8764,010615,GJZZCXHHA,国金自主创新混合A,混合型,GUOJINZIZHUCHUANGXINHUNHEA
8765,010616,GJZZCXHHC,国金自主创新混合C,混合型,GUOJINZIZHUCHUANGXINHUNHEC
8766,010617,XYXFJXHHA,兴业消费精选混合A,混合型,XINGYEXIAOFEIJINGXUANHUNHEA
8767,010618,XYXFJXHHC,兴业消费精选混合C,混合型,XINGYEXIAOFEIJINGXUANHUNHEC
8768,010619,HATL6GYZQA,华安添利6个月债券A,债券型,HUAANTIANLI6GEYUEZHAIQUANA
8769,010620,HATL6GYZQC,华安添利6个月债券C,债券型,HUAANTIANLI6GEYUEZHAIQUANC
8770,010621,YYTN63GYDKZ,永赢泰宁63个月定开债,定开债券,YONGYINGTAINING63GEYUEDINGKAIZHAI
8771,010622,HYCZJXHHA,恒越成长精选混合A,混合型,HENGYUECHENGZHANGJINGXUANHUNHEA
8772,010623,HYCZJXHHC,恒越成长精选混合C,混合型,HENGYUECHENGZHANGJINGXUANHUNHEC
8773,010624,FGWJZZHHA,富国稳健增长混合A,混合型,FUGUOWENJIANZENGZHANGHUNHEA
8774,010625,FGWJZZHHC,富国稳健增长混合C,混合型,FUGUOWENJIANZENGZHANGHUNHEC
8775,010626,HRRY63GYDKZQ,华融荣赢63个月定开债券,定开债券,HUARONGRONGYING63GEYUEDINGKAIZHAIQUAN
8776,010627,CHAX87GYDKZ,淳厚安心87个月定开债,定开债券,CHUNHOUANXIN87GEYUEDINGKAIZHAI
8777,010628,GFRXSGYDKHH,广发瑞轩三个月定开混合,混合型,GUANGFARUIXUANSANGEYUEDINGKAIHUNHE
8778,010629,GFKZZZQE,广发可转债债券E,债券型,GUANGFAKEZHUANZHAIZHAIQUANE
8779,010630,HSHRXLZQA,惠升和睿兴利债券A,债券型,HUISHENGHERUIXINGLIZHAIQUANA
8780,010631,HSHY66GYDKZQ,惠升和韵66个月定开债券,定开债券,HUISHENGHEYUN66GEYUEDINGKAIZHAIQUAN
8781,010632,GYRDYNDKCZFQS,工银瑞达一年定开纯债发起式,定开债券,GONGYINRUIDAYINIANDINGKAICHUNZHAIFAQISHI
8782,010633,HSHRXLZQC,惠升和睿兴利债券C,债券型,HUISHENGHERUIXINGLIZHAIQUANC
8783,010634,THHYZQA,天弘合益债券A,债券型,TIANHONGHEYIZHAIQUANA
8784,010635,THHYZQC,天弘合益债券C,债券型,TIANHONGHEYIZHAIQUANC
8785,010636,CTAYHHA,财通安盈混合A,混合型,CAITONGANYINGHUNHEA
8786,010637,CTAYHHC,财通安盈混合C,混合型,CAITONGANYINGHUNHEC
8787,010638,YHXYJX15GYDKZ,银华信用精选15个月定开债,定开债券,YINHUAXINYONGJINGXUAN15GEYUEDINGKAIZHAI
8788,010639,SYJYX87GYDKZ,上银聚远鑫87个月定开债,定开债券,SHANGYINJUYUANXIN87GEYUEDINGKAIZHAI
8789,010642,NYHLRXYNCYHH,农银汇理瑞祥一年持有混合,混合型,NONGYINHUILIRUIXIANGYINIANCHIYOUHUNHE
8790,010643,PAYL2025YNCYQHHFOF,平安养老2025一年持有期混合(FOF),混合-FOF,PINGANYANGLAO2025YINIANCHIYOUQIHUNHEFOF
8791,010644,FGQQJKSHZTHHQDIIRMB,富国全球健康生活主题混合(QDII)人民币,QDII,FUGUOQUANQIUJIANKANGSHENGHUOZHUTIHUNHEQDIIRENMINBI
8792,010645,FGQQJKSHZTHHQDIIMY,富国全球健康生活主题混合(QDII)美元,QDII,FUGUOQUANQIUJIANKANGSHENGHUOZHUTIHUNHEQDIIMEIYUAN
8793,010646,RTJZQSHHA,融通价值趋势混合A,混合型,RONGTONGJIAZHIQUSHIHUNHEA
8794,010647,RTJZQSHHC,融通价值趋势混合C,混合型,RONGTONGJIAZHIQUSHIHUNHEC
8795,010648,GLAZXCZZQA,国联安增祥纯债债券A,债券型,GUOLIANANZENGXIANGCHUNZHAIZHAIQUANA
8796,010649,GLAZXCZZQC,国联安增祥纯债债券C,债券型,GUOLIANANZENGXIANGCHUNZHAIZHAIQUANC
8797,010651,PASJZX6GYCYZQA,平安双季增享6个月持有债券A,债券型,PINGANSHUANGJIZENGXIANG6GEYUECHIYOUZHAIQUANA
